USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
727445,94926,GOGEBIC-IRON COUNTY ARPT,US,MI,KIWD,46.533,-90.133,374.9,20060101,20201030
727445,99999,GOCEBIC IRON CO,US,MI,KIWD,46.527,-90.131,375,19730101,20051231
727448,99999,PORTAGE COAST GUARD STATION,US,MI,,47.23,-88.63,190,19760926,19910303
994061,99999,CHEYBOGAN GLOS WEATHER STATION,US,MI,,45.651,-84.472,177.7,20100407,20141231
994063,99999,PRESQUE ISLE LIGHT GLOS WEATHER STATION,US,MI,,45.356,-83.492,184.4,20100325,20141231
994064,99999,STURGEON POINT LIGHT GLOS WEATHER STATION,US,MI,,44.713,-83.273,184.4,20100325,20141231
994065,99999,TAWAS CITY GLOS WEATHER STATION,US,MI,,44.256,-83.443,171.6,20100325,20201029
994066,99999,WHITEFISH POINT GLOS WEATHER STATION,US,MI,,46.762,-84.966,185.9,20100325,20201029
994090,99999,PASSAGE ISLAND  MI,US,MI,,48.22,-88.37,195.4,19850528,20201029
994130,99999,ROCK OF AGES  MI,US,MI,,47.87,-89.31,183.5,19850402,20201029
994200,99999,STANNARD ROCK  MI,US,MI,,47.18,-87.22,182.9,19850501,20201029
994770,99999,LAKE ST CLAIR  MI,US,MI,,42.47,-82.76,178.5,20040608,20081231
994979,99999,GRAVELLY SHOALS,US,MI,,44.02,-83.53,204,20080101,20201029
997079,99999,THUNDER BAY ISLAND,US,MI,,45.035,-83.194,175.9,20130101,20201029
997341,99999,MUSKEGON,US,MI,,43.23,-86.33,185,20080101,20201029
997343,99999,SOUTH HAVEN,US,MI,,42.4,-86.28,193,20080101,20201029
997359,99999,ALPENA,US,MI,,45.067,-83.417,179,20080324,20201029
997697,99999,LITTLE RAPIDS,US,MI,,46.48,-84.3,185,20080101,20201029
997731,99999,GRAND TRAVERSE LIGHT,US,MI,,45.2,-85.55,184,20080101,20201029
997732,99999,PORTAGE CANAL,US,MI,,47.27,-88.53,198,20080101,20200821
997739,99999,GRAND MARAIS,US,MI,,46.667,-85.967,191,20080101,20201029
997785,99999,MENOMINEE,US,MI,,45.1,-87.583,178,20080101,20201029
997792,99999,FAIRPORT,US,MI,,45.617,-86.65,186,20080101,20201029
997793,99999,NAUBINWAY,US,MI,,46.083,-85.433,180,20080101,20201029
997795,99999,ONTONAGON,US,MI,,46.867,-89.333,186,20080101,20201029
997802,99999,BIG SABLE POINT,US,MI,,44.05,-86.517,186,20080101,20201029
997803,99999,PORT WING,US,MI,,46.783,-91.383,186,20080101,20201029
997982,99999,PORT INLAND,US,MI,,45.967,-85.867,180,20080101,20201029
997988,99999,BIG BAY,US,MI,,46.817,-87.717,185,20080101,20201029
997996,99999,ST CLAIR SHORES,US,MI,,42.467,-82.867,180,20080101,20201029
998012,99999,ST JOSEPH,US,MI,,42.1,-86.483,184,20080101,20201029
998176,99999,SUPERIOR GRAND TRAVERSE BAY,US,MI,,47.183,-88.233,191,20080115,20201029
998180,99999,PORT SANILAC,US,MI,,43.417,-82.533,191,20080115,20201029
998203,99999,WEST NEEBISH,US,MI,,46.283,-84.2,177,20080721,20201029
998242,99999,SAGINAW BAY LIGHT 1,US,MI,,43.8,-83.717,188,20081114,20201029
998255,99999,MACKINAW CITY,US,MI,,45.783,-84.717,178.5,20100101,20201029
998339,99999,MOUTH OF BLACK RIVER,US,MI,,42.975,-82.419,180,20100713,20201029
998405,99999,MANISTEE HARBOR,US,MI,,44.248,-86.346,179.5,20100101,20201029
998407,99999,HOLLAND,US,MI,,42.768,-86.201,178,20100707,20201029
998492,99999,ALGONAC,US,MI,,42.621,-82.527,174.4,20130101,20201029
999999,3724,CARROLL CO RGNL/JJACK B POAGE FIELD AIRPORT,US,MI,KDMW,39.608,-77.008,240.5,20040102,20070713
999999,4854,GAYLORD OTSEGO COUNTY AP,US,MI,KGLR,45.013,-84.701,404.8,19980302,20051231
999999,4856,SEUL CHOIX POINT,US,MI,KP75,45.95,-86.23,178,19980902,20041231
999999,14804,MOUNT CLEMENS SELFRIDGE FLD,US,MI,KMTC,42.608,-82.818,176.8,19361201,19361231
999999,14808,OSCODA WURTSMITH AAF,US,MI,KOSC,44.45,-83.4,193.2,19710101,19710101
999999,14814,ALPENA WASTEWATER PL,US,MI,KAPE,45.067,-83.433,179.8,19480101,19490101
999999,14815,BATTLE CREEK KELLOGG AP,US,MI,KBTL,42.308,-85.251,286.2,19490101,19550101
999999,14817,CADILLAC WEXFORD CO AP,US,MI,KCAD,44.283,-85.417,398.4,19481201,19550101
999999,14822,DETROIT CITY AIRPORT,US,MI,KDET,42.409,-83.01,190.8,19480101,19721231
999999,14826,FLINT BISHOP ARPT,US,MI,KFNT,42.967,-83.749,233.5,19481201,19721231
999999,14828,GLADWIN,US,MI,,43.983,-84.483,236.2,19481201,19550101
999999,14830,GRAND RAPIDS,US,MI,,42.9,-85.667,213.1,19450101,19631201
999999,14833,JACKSON REYNOLDS FIELD,US,MI,KJXN,42.267,-84.467,310.9,19490101,19550101
999999,14836,LANSING CAPITAL CITY ARPT,US,MI,KLAN,42.78,-84.579,266.4,19480101,19721231
999999,14838,MARQUETTE WBO,US,MI,,46.567,-87.4,206.3,19480101,19490101
999999,14840,MUSKEGON COUNTY ARPT,US,MI,KMKG,43.171,-86.237,192.9,19480101,19721231
999999,14841,PELLSTON EMMET COUNTY AP,US,MI,KPLN,45.564,-84.793,217.9,19480101,19550101
999999,14845,SAGINAW TRI CITY INTL AP,US,MI,KMBS,43.533,-84.08,204.2,19481201,19650101
999999,14850,TRAVERSE CITY CHERRY CAPITAL,US,MI,KTVC,44.741,-85.583,192,19481201,19721231
999999,14851,MARQUETTE K I SAWYER AP,US,MI,,46.35,-87.4,360,19491201,19551130
999999,14853,DETROIT WILLOW RUN AP,US,MI,KYIP,42.233,-83.533,218.2,19480101,19681001
999999,14856,GROSSE ILE NAS,US,MI,NFB,42.1,-83.167,180.1,19450301,19691001
999999,14857,TRAVERSE CITY,US,MI,,44.717,-85.55,189.9,19450201,19451023
999999,14858,HANCOCK HOUGHTON CO AP,US,MI,KCMX,47.169,-88.489,328.9,19480101,19650101
999999,14859,GRAND MARAIS 2 E,US,MI,,46.667,-85.95,190.2,19481201,19550101
999999,54810,CHATHAM 1 SE,US,MI,,46.335,-86.92,266.7,20041110,20201030
999999,54854,GAYLORD 9 SSW,US,MI,,44.908,-84.72,445.3,20070919,20201030
999999,94814,HOUGHTON LAKE ROSCOMMON CO AR,US,MI,KHTL,44.359,-84.674,353.6,19640420,19721231
999999,94824,KINCHELOE AFB,US,MI,,46.25,-84.467,245.1,19530415,19681201
999999,94847,DETROIT METRO AP,US,MI,KDTW,42.231,-83.331,202.4,19581201,19721231
999999,94849,ALPENA PHELPS COLLINS FIELD,US,MI,KAPN,45.072,-83.564,211.2,19590901,19721231
999999,94860,GRAND RAPIDS KENT COUNTY ARPT,US,MI,KGRR,42.883,-85.524,244.8,19631201,19721231
A07359,240,IONIA COUNTY AIRPORT,US,MI,KY70,42.938,-85.061,249,20140731,20201030
720258,4997,ISEDOR IVERSON AIRPORT,US,MN,KHZX,46.619,-93.31,374.3,20060101,20201030
720258,99999,ISEDOR IVERSON,US,MN,KHZX,46.617,-93.317,374,20040525,20051231
720283,4927,FILLMORE COUNTY AIRPORT,US,MN,KFKA,43.677,-92.18,388.9,20060101,20201031
720283,99999,FILLMORE CO,US,MN,KFKA,43.677,-92.18,389,20040525,20051231
720367,54927,PAYNESVILLE MUNICIPAL AP,US,MN,KPEX,45.372,-94.746,359.7,20050812,20201030
720367,99999,PAYNESVILLE MUNI,US,MN,KPEX,45.372,-94.747,359.7,20080101,20180211
720368,54924,SLAYTON MUNICIPAL AIRPORT,US,MN,KDVP,43.987,-95.783,494.7,20050811,20201030
720386,125,WILLMAR MUNICIPAL AIRPORT JOHN L RICE FIELD,US,MN,KBDH,45.117,-95.133,344.1,20070724,20201031
720386,99999,WILLMAR MUNI,US,MN,KBDH,45.117,-95.133,343,20050101,20180322
720582,99999,TODD FLD,US,MN,,45.899,-94.874,406.3,20080721,20130430
720583,99999,LAKE ELMO,US,MN,,44.997,-92.856,284.1,20080721,20130430
720585,99999,ELBOW LAKE MUNI,US,MN,,45.986,-95.992,367,20080721,20130430
720657,99999,HINCKLEY/FIELD OF DREAMS AIRPORT,US,MN,,46.023,-92.895,311,20091111,20130430
720658,99999,SAUK CENTRE MUNI,US,MN,,45.707,-94.933,379.2,20091111,20130430
720972,99999,ST MARY HOSPITAL HELIPORT,US,MN,,44.017,-92.483,355,20111201,20201029
722003,54930,STANTON AIRFIELD,US,MN,KSYN,44.476,-93.016,280.4,20060101,20201030
722003,99999,STANTON AIRFIELD,US,MN,KSYN,44.483,-93.017,280,19880106,20051231
722006,54926,QUENTIN AANENSON FIELD AIRPORT,US,MN,KLYV,43.621,-96.216,436.2,20060101,20201030
722006,99999,LUVERNE QUENTIN AANE,US,MN,KLYV,43.617,-96.217,436,20050208,20051231
722032,54916,WASECA MUNICIPAL AIRPORT,US,MN,KACQ,44.074,-93.553,343.2,20060101,20201030
722032,99999,WASECA MUNI,US,MN,KACQ,44.067,-93.55,343,20040713,20051231
722033,4999,GRANITE FALLS MUNI ARPT/LENZEN-ROE MEMORIAL FIELD,US,MN,KGDB,44.753,-95.556,319.1,20060101,20201030
722033,99999,GRANITE FALLS MUNI,US,MN,KGDB,44.75,-95.55,319,20040525,20051231
722114,54901,BUFFALO MUNICIPAL AIRPORT,US,MN,KCFE,45.159,-93.843,294.7,20050101,20201030
722114,99999,BUFFALO MUNI ARPT,US,MN,KCFE,45.167,-93.833,295,20040525,20041231
722129,4939,MOORHEAD MUNICIPAL AIRPORT,US,MN,KJKJ,46.839,-96.663,279.5,20060101,20201031
722129,99999,MOORHEAD MUNI,US,MN,KJKJ,46.839,-96.664,280,20040525,20051231
722144,4945,MAPLE LAKE MUNICIPAL ARPT,US,MN,KMGG,45.236,-93.986,313.3,20060101,20201031
722144,99999,MAPLE LAKE MUNICIPAL,US,MN,KMGG,45.24,-93.99,313,20040525,20051231
722168,4960,OLIVIA REGIONAL AIRPORT,US,MN,KOVL,44.779,-95.033,328,20060101,20201031
722168,99999,OLIVIA RGNL,US,MN,KOVL,44.783,-95.033,328,20040525,20051231
722252,54923,MYERS FIELD AIRPORT,US,MN,KCNB,44.729,-96.266,363.6,20061018,20201030
722342,54931,TRACY MUNICIPAL AIRPORT,US,MN,KTKC,44.249,-95.607,408.4,20060101,20201030
722342,99999,TRACY MUNI,US,MN,KTKC,44.25,-95.6,408,20041109,20051231
726440,14925,ROCHESTER INTERNATIONAL AIRPORT,US,MN,KRST,43.904,-92.492,397.5,19730101,20201030
726466,54917,APPLETON MUNICIPAL AIRPORT,US,MN,KAQP,45.228,-96.007,310.9,20060101,20201030
726466,99999,APPLETON MUNI ARPT,US,MN,KAQP,45.23,-96,310,19791227,20051231
726543,99999,GLENWOOD,US,MN,,45.65,-95.38,423,19930112,19950202
726544,4958,ORR REGIONAL AIRPORT,US,MN,KORB,48.016,-92.856,399.6,20060101,20201030
726544,99999,ORR RGNL,US,MN,KORB,48.017,-92.85,400,19930112,20051231
726547,4931,GLENWOOD MUNICIPAL AIRPORT,US,MN,KGHW,45.644,-95.32,424.6,20060101,20201031
726547,99999,GLENWOOD MUNI,US,MN,KGHW,45.65,-95.317,425,19740809,20051231
726548,4971,WARROAD INTL-SWEDE CARLSON FLD ARPT,US,MN,KRRT,48.941,-95.348,327.4,20060101,20201030
726548,99999,WARROAD INTL,US,MN,KRRT,48.933,-95.333,327,19970123,20051231
726549,54905,COOK MUNICIPAL AIRPORT,US,MN,KCQM,47.822,-92.689,404.5,20060101,20201030
726549,99999,COOK MUNI,US,MN,KCQM,47.817,-92.683,404,19970718,20051231
726550,14926,ST CLOUD REGIONAL AIRPORT,US,MN,KSTC,45.543,-94.051,310.3,19730101,20201030
726553,4951,MONTIVIDEO-CHIPPEWA CO APT,US,MN,KMVE,44.969,-95.71,315.2,20060101,20201030
726553,99999,MONTEVIDEO CHIPPEWA,US,MN,KMVE,44.969,-95.717,315,19880402,20051231
726554,54906,ST JAMES MUNICIPAL AIRPORT,US,MN,KJYG,43.986,-94.558,325.2,20060101,20201030
726554,99999,ST JAMES MUNI,US,MN,KJYG,43.986,-94.558,325,19860127,20051231
726555,94938,BRAINERD LAKES RGNL ARPT,US,MN,KBRD,46.405,-94.131,372.2,20060101,20201031
726555,99999,BRAINERD LAKES RGNL,US,MN,KBRD,46.4,-94.133,374,19730101,20051231
726556,14992,REDWOOD FALLS MUNI AIRPORT,US,MN,KRWF,44.548,-95.08,311.2,20000101,20201031
726556,99999,REDWOOD FALLS MUNI,US,MN,KRWF,44.55,-95.083,312,19491111,19991231
726557,14910,CHANDLER FIELD AIRPORT,US,MN,KAXN,45.868,-95.394,431.6,19730101,20201030
726558,4914,CLOQUET CARLTON CO AIRPORT,US,MN,KCOQ,46.703,-92.504,389.8,20060101,20201030
726558,99999,CLOQUET CARLTON CO,US,MN,KCOQ,46.7,-92.5,390,19920804,20051231
726559,94976,SW MN RGNL MRSHL/RYAN FIELD AIRPORT,US,MN,KMML,44.45,-95.817,359.4,20060101,20201030
726559,99999,SW MINNESOTA RGNL,US,MN,KMML,44.451,-95.822,360,19840331,20051231
726561,94997,WADENA MUNICIPAL AIRPORT,US,MN,KADC,46.447,-95.212,417.6,20060101,20201030
726561,99999,WADENA,US,MN,KADC,46.45,-95.217,417,20020423,20051231
726562,4943,AIRLAKE AIRPORT,US,MN,KLVN,44.628,-93.228,292.6,20060101,20201030
726562,99999,AIRLAKE,US,MN,KLVN,44.629,-93.228,293,19970123,20051231
726563,94969,FARIBAULT MUNICIPAL ARPT,US,MN,KFBL,44.333,-93.317,323.1,20060101,20201030
726563,99999,FARIBAULT MUNI,US,MN,KFBL,44.325,-93.311,323,19861016,20051231
726564,4967,RED WING REGIONAL AIRPORT,US,MN,KRGK,44.589,-92.485,237.7,20060101,20201030
726564,99999,RED WING RGNL,US,MN,KRGK,44.583,-92.483,238,19911106,20051231
726565,4948,MORRIS MUNICIPAL AIRPORT,US,MN,KMOX,45.566,-95.968,344.4,20060101,20201031
726565,99999,MORRIS MUNI,US,MN,KMOX,45.567,-95.967,347,19911106,20051231
726566,4965,PIPESTONE MUNICIPAL ARPT,US,MN,KPQN,43.983,-96.3,529.1,20060101,20201030
726566,99999,PIPESTONE MUNI,US,MN,KPQN,43.983,-96.3,529,19911106,20051231
726567,4980,NEW ULM MUNICIPAL AIRPORT,US,MN,KULM,44.319,-94.502,308.2,20060101,20201031
726567,99999,NEW ULM MUNI,US,MN,KULM,44.317,-94.5,308,19911118,20051231
726568,4961,OWATONNA DEGNER RGNL ARPT,US,MN,KOWA,44.123,-93.261,349.3,20060101,20201030
726568,99999,OWATONNA DEGNER RGNL,US,MN,KOWA,44.117,-93.267,349,19920804,20051231
726569,4933,HTCHSON MUNI-BUTLR FLD APT,US,MN,KHCD,44.859,-94.382,323.1,20060101,20201031
726569,99999,HUTCHINSON MUNI BUTL,US,MN,KHCD,44.867,-94.383,323,19920804,20051231
726572,94966,FERGUS FALLS MUNICIPAL AIRPORT-EINAR MICKELSON FLD,US,MN,KFFM,46.283,-96.15,360.6,20050101,20201031
726573,99999,AIRLAKE,US,MN,,44.633,-93.233,292,19930112,19960815
726575,94960,CRYSTAL AIRPORT,US,MN,KMIC,45.062,-93.351,262.4,20060101,20201030
726575,99999,CRYSTAL,US,MN,KMIC,45.062,-93.354,265,19831103,20051231
726576,14928,WILLMAR RCO,US,MN,KILL,45.117,-95.083,344.1,19901120,20090514
726576,99999,WILLMAR MUNI JOHN L RICE FLD,US,MN,KILL,45.116,-95.089,343.5,20000101,20031231
726577,94974,ANOKA CO-BLNE AP(JNS FD) AP,US,MN,KANE,45.15,-93.217,278,20060101,20201030
726577,99999,ANOKA CO BLAINE,US,MN,KANE,45.15,-93.217,278,19901022,20051231
726578,4944,LITL FALS/MRSON CO-LNBRG FIELD AIRPORT,US,MN,KLXL,45.949,-94.347,342,20060101,20201031
726578,99999,LITTLE FALLS MORRISO,US,MN,KLXL,45.949,-94.347,342,19920804,20051231
726579,94963,FLYING CLOUD AIRPORT,US,MN,KFCM,44.832,-93.471,276.5,20060101,20201030
726579,99999,FLYING CLOUD,US,MN,KFCM,44.817,-93.45,276,19831103,20051231
726580,14922,MINNEAPOLIS-ST PAUL INTERNATIONAL AP,US,MN,KMSP,44.883,-93.229,265.8,19450101,20201030
726583,4941,LITCHFIELD MUNICIPAL ARPT,US,MN,KLJF,45.147,-94.507,347.5,20060101,20201031
726583,99999,LITCHFIELD MUNI,US,MN,KLJF,45.1,-94.5,347,19850422,20051231
726584,14927,ST PAUL DWTWN HOLMAN FD AP,US,MN,KSTP,44.932,-93.056,213.4,19831103,20201030
726584,99999,ST PAUL DOWNTOWN HO,US,MN,KSTP,44.933,-93.05,215,20000101,20031231
726585,14954,MANKATO MUNICIPAL AIRPORT,US,MN,KMKT,44.217,-93.917,311.2,20060101,20201030
726585,99999,MANKATA RGNL ARPT,US,MN,KMKT,44.223,-93.919,311,19730101,20051231
726586,94948,FAIRMONT MUNICIPAL AIRPORT,US,MN,KFRM,43.65,-94.417,353.9,20060101,20201030
726586,99999,FAIRMONT MUNI(AWOS),US,MN,KFRM,43.65,-94.417,354,19730101,20051231
726587,94927,WORTHINGTON MUNICIPAL ARPT,US,MN,KOTG,43.645,-95.58,478.5,20060101,20201030
726587,99999,WORTHINGTON MUNI,US,MN,KOTG,43.65,-95.583,480,19730101,20051231
726588,4956,WIOA MUNI-MAX CONRAD FD AP,US,MN,KONA,44.077,-91.708,200,20060101,20201030
726588,99999,WINONA MUNI CONRAD F,US,MN,KONA,44.083,-91.7,200,19911118,20051231
726589,94968,ALBERT LEA MUNICIPAL ARPT,US,MN,KAEL,43.683,-93.367,383.7,20060101,20201030
726589,99999,ALBERT LEA (AWOS),US,MN,KAEL,43.683,-93.367,383,19860331,20051231
726593,4946,JACKSON MUNICIPAL AIRPORT,US,MN,KMJQ,43.65,-94.986,440.7,20060101,20201030
726593,99999,JACKSON MUNI,US,MN,KMJQ,43.65,-94.987,441,19980201,20051231
726596,4978,DODGE CENTER ARPT,US,MN,KTOB,44.018,-92.831,397.8,20060101,20201030
726596,99999,DODGE CENTER,US,MN,KTOB,44.017,-92.833,398,20010811,20051231
726603,4974,SOUTH ST PAUL MUNI-RICHARD E FLEMING FLD ARPT,US,MN,KSGS,44.857,-93.033,249.9,20060101,20201030
726603,99999,SOUTH ST PAUL MUNI,US,MN,KSGS,44.85,-93.033,250,19950101,20051231
726679,4969,RUSH CITY REGIONAL AIRPORT,US,MN,KROS,45.698,-92.953,281.3,20060101,20201030
726679,99999,RUSH CITY RGNL,US,MN,KROS,45.7,-92.95,281,20010811,20051231
726682,54914,PRINCETON MUNICIPAL AIRPORT,US,MN,KPNM,45.56,-93.608,298.4,20060101,20201031
726682,99999,PRINCETON MUNI,US,MN,KPNM,45.56,-93.608,298,19970313,20051231
727444,4979,RICHARD B HELGESON AIRPORT,US,MN,KTWM,47.049,-91.745,329.2,20060101,20201030
727444,99999,RICHARD B HELGESON,US,MN,KTWM,47.05,-91.75,329,19920807,20051231
727446,99999,TWO HARBORS(AWOS),US,MN,,47.1,-91.75,328,19760926,19810622
727449,4954,MOOSE LAKE CARLTON CO ARPT,US,MN,KMZH,46.419,-92.804,328,20060101,20201030
727449,99999,MOOSE LAKE CARLTON C,US,MN,KMZH,46.417,-92.8,328,19760926,20051231
727450,14913,DULUTH INTERNATIONAL AIRPORT,US,MN,KDLH,46.837,-92.183,436.8,19480101,20201030
727452,4912,CRKSTN MUNI KRKWOD FLD APT,US,MN,KCKN,47.842,-96.621,274,20060101,20201031
727452,99999,CROOKSTON MUNI KIRKW,US,MN,KCKN,47.85,-96.617,274,19850920,20051231
727453,94967,PK RPDS MUNI-KONSHOK FD AP,US,MN,KPKD,46.901,-95.068,437.1,19900111,20201031
727454,4911,GRAND MARAIS/COOK CO ARPT,US,MN,KCKC,47.838,-90.383,548,20060101,20201030
727454,99999,GRAND MARAIS COOK CO,US,MN,KCKC,47.833,-90.383,548,19970313,20051231
727455,94931,CHISHOLM-HIBBING AIRPORT,US,MN,KHIB,47.386,-92.839,412.1,19730101,20201030
727456,4919,SKY HARBOR AIRPORT,US,MN,KDYT,46.722,-92.043,185.9,20060101,20201031
727456,99999,SKY HARBOR,US,MN,KDYT,46.722,-92.043,186,19760926,20051231
727457,94962,DETRT LKS-WETHING FLD ARPT,US,MN,KDTL,46.833,-95.883,425.8,20060101,20201031
727457,99999,DETROIT LAKES WETHIN,US,MN,KDTL,46.825,-95.886,426,19780203,20051231
727458,94919,GRAND RAPIDS/ITASCA CO-G NEWSTROM FIELD ARPT,US,MN,KGPZ,47.211,-93.51,413,20060101,20201030
727458,99999,GRAND RAPIDS ITASCA,US,MN,KGPZ,47.217,-93.517,413,19831103,20051231
727459,94964,ELY MUNICIPAL AIRPORT,US,MN,KELO,47.817,-91.833,443.8,20060101,20201030
727459,99999,ELY MUNI,US,MN,KELO,47.817,-91.833,443,19831103,20051231
727466,4918,MDSON-LAC QUI PARLE CO APT,US,MN,KDXX,44.986,-96.043,329.8,20060101,20201030
727466,99999,LAC QUI PARLE CO,US,MN,KDXX,44.986,-96.178,330,19990114,20051231
727467,4926,FLAG ISLAND,US,MN,KFGN,49.318,-94.903,329.2,20060101,20201030
727467,99999,FLAG ISLAND,US,MN,KFGN,49.317,-94.9,329,19990114,20051231
727468,4928,BIGFORK MUNICIPAL AIRPORT,US,MN,KFOZ,47.783,-93.65,411.2,20060101,20201030
727468,99999,BIGFORK,US,MN,KFOZ,47.783,-93.65,411,19990114,20051231
727469,94992,GRAND MARAIS,US,MN,KGNA,47.747,-90.344,185.9,20060101,20201030
727469,99999,GRAND MARIAS,US,MN,KGNA,47.833,-90.383,186,19990114,20051231
727470,14918,FALLS INTERNATIONAL AIRPORT,US,MN,KINL,48.561,-93.398,360.6,19730101,20201030
727473,94977,SCOTTS SPB,US,MN,KCDD,48.267,-92.483,341.1,20060101,20201030
727473,99999,CRANE LAKE SEAPLANE,US,MN,KCDD,48.267,-92.483,341,19910108,20051231
727474,4923,EVELETH-VIRGINIA MUNI ARPT,US,MN,KEVM,47.424,-92.498,420.3,20060101,20201030
727474,99999,EVELETH VIRGINIA MUN,US,MN,KEVM,47.425,-92.498,420,19920804,20051231
727475,4940,MORA MUNICIPAL AIRPORT,US,MN,KJMR,45.886,-93.272,308.5,20060101,20201030
727475,99999,MORA MUNI,US,MN,KJMR,45.886,-93.272,308,19760820,20051231
727476,94961,BAUDETTE INTERNATIONAL APT,US,MN,KBDE,48.717,-94.6,329.8,19831104,20201030
727477,4970,ROSEAU MUNI/RUDY BILLBERG FLD ARPT,US,MN,KROX,48.856,-95.697,322.8,20060101,20201030
727477,99999,ROSEAU MUNI BILLBERG,US,MN,KROX,48.85,-95.7,323,19900924,20051231
727478,4934,HALLOCK MUNICIPAL AIRPORT,US,MN,KHCO,48.753,-96.943,249.6,20060101,20201030
727478,99999,HALLOCK MUNI,US,MN,KHCO,48.75,-96.95,250,19920807,20051231
727486,4983,WASKISH MUNICIPAL AIRPORT,US,MN,KVWU,48.154,-94.517,360,20060101,20201030
727486,99999,WASKISH MUNI AIRPT,US,MN,KVWU,48.15,-94.517,360,20010811,20051231
727497,4984,LONGVILLE MUNICIPAL ARPT,US,MN,KXVG,46.99,-94.204,406.6,20060101,20201030
727497,99999,LONGVILLE MUNI,US,MN,KXVG,46.983,-94.2,407,20010811,20051231
727503,4909,CAMBRIDGE MUNICIPAL ARPT,US,MN,KCBG,45.559,-93.265,288,20060101,20201030
727503,99999,CAMBRIDGE MUNI,US,MN,KCBG,45.55,-93.267,288,19920807,20051231
727504,94999,ATKN MUNI-S KURTZ FLD ARPT,US,MN,KAIT,46.548,-93.677,367,20060101,20201027
727504,99999,AITKIN MUNI KURTZ FL,US,MN,KAIT,46.55,-93.683,367,19920807,20051231
727505,4929,FOSSTON MUNICIPAL AIRPORT,US,MN,KFSE,47.593,-95.775,389.2,20060101,20201031
727505,99999,FOSSTON MUNI,US,MN,KFSE,47.6,-95.767,389,19920807,20051231
727506,4952,WINDOM MUNICIPAL AIRPORT,US,MN,KMWM,43.913,-95.109,429.8,20060101,20201029
727506,99999,WINDOM MUNI,US,MN,KMWM,43.917,-95.117,430,19990114,20051231
727507,54904,BENSON MUNICIPAL AIRPORT,US,MN,KBBB,45.332,-95.651,316.7,20060101,20201031
727507,99999,BENSON MUNI,US,MN,KBBB,45.333,-95.65,317,19940718,20051231
727508,54915,PINE RIVER REGIONAL AIRPORT,US,MN,KPWC,46.725,-94.382,394.7,20060101,20201031
727508,99999,PINE RIVER RGNL,US,MN,KPWC,46.717,-94.383,395,19990114,20051231
727514,54910,STAPLES MUNICIPAL AIRPORT,US,MN,KSAZ,46.381,-94.806,392.3,20060101,20201031
727514,99999,STAPLES MUNI,US,MN,KSAZ,46.383,-94.8,392,19990114,20051231
727515,4982,ORTHONVILLE MUNI-MARTINSON FIELD AIRPORT,US,MN,KVVV,45.306,-96.424,335.3,20060101,20201030
727515,99999,ORTONVILLE MUNI MART,US,MN,KVVV,45.3,-96.417,335,19990114,20051231
727517,4932,GLENCOE MUNICIPAL AIRPORT,US,MN,KGYL,44.756,-94.081,302.4,20060101,20201030
727517,99999,GLENCOE MUNI,US,MN,KGYL,44.75,-94.083,302,20010811,20051231
727533,4922,WHEATON MUNICIPAL AIRPORT,US,MN,KETH,45.78,-96.545,312.4,20060101,20201030
727533,99999,WHEATON MUNI,US,MN,KETH,45.78,-96.544,312,19920807,20051231
727550,14958,BEMIDJI-BELTRAMI CO ARPT,US,MN,KBJI,47.5,-94.933,424.3,20060101,20201030
727550,99999,BEMIDJI MUNICIPAL,US,MN,KBJI,47.5,-94.933,420,19730101,20051231
727554,99999,GRAND MARAIS,US,MN,,47.75,-90.34,185,19781205,20101223
727555,94956,THIEF RIVER FALLS RGNL APT,US,MN,KTVF,48.067,-96.183,339.9,20060101,20201030
727555,99999,THIEF RIVER FALLS RG,US,MN,KTVF,48.066,-96.185,340,19730101,20051231
727556,4905,SILVER BAY MUNICIPAL ARPT,US,MN,KBFW,47.249,-91.416,331.9,20060101,20201030
727556,99999,SILVER BAY MUNI,US,MN,KBFW,47.25,-91.417,332,19920807,20051231
727564,99999,WARROAD INTL SWEDE CARLSON FIELD,US,MN,KRAD,48.941,-95.348,336,19920807,19951115
727566,4902,AUSTIN MUNICIPAL AIRPORT,US,MN,KAUM,43.665,-92.933,375.8,20060101,20201031
727566,99999,AUSTIN MUNI,US,MN,KAUM,43.667,-92.933,376,19920807,20051231
744667,99999,RAY S MILLER AAF / CAMP RIPLEY MINNESOTA USA,US,MN,KRYM,46.091,-94.361,350.5,20120713,20201029
997737,99999,SILVER BAY,US,MN,,47.27,-91.08,198,20080102,20201029
999999,343,ST MARYS HOSPITAL,US,MN,,44.017,-92.483,355.1,20140731,20201030
999999,4994,GOODRIDGE 12 NNW,US,MN,,48.306,-95.874,350.5,20030820,20201030
999999,14910,ALEXANDRIA MUNICIPAL AP,US,MN,KAXN,45.868,-95.394,436.2,19481201,19550101
999999,14913,DULUTH WILLIAMSN-JOHNSN MUNI,US,MN,KDLH,46.837,-92.183,431.9,19650101,19721231
999999,14918,INTERNATIONAL FALLS INTL AP,US,MN,KINL,48.561,-93.398,360.6,19480101,19721231
999999,14922,MINNEAPOLIS-ST PAUL WOLD-CHAM,US,MN,KMSP,44.883,-93.229,255.4,19650101,19721231
999999,14925,ROCHESTER MUNICIPAL ARPT,US,MN,KRST,43.904,-92.492,402.3,19480101,19721231
